resource_category,organization_name,phone_number,address,latitude,longitude
Medication for Opioid Use Disorder,Community Healthlink - Leominster,(978) 534-6116,"40 Spruce Street Second  Leominster, MA, 01453",42.5264253,-71.7552842
Medication for Opioid Use Disorder,"Spectrum Health Systems, Inc",(978) 466-3820,"40 SPRUCE ST, LEOMINSTER, MA, 01453",42.5264253,-71.7552842
Medication for Opioid Use Disorder,Edward M. Kennedy Community Health Center - OBAT PROGRAM,(508) 595-1150,"19 Tacoma St., Worcester, MA, 01605",42.3023409,-71.7660941
Medication for Opioid Use Disorder,Spectrum Health Systems,(508) 634-1877,"585 LINCOLN STREET, WORCESTER, MA, 01608",42.2963086,-71.7688808
Medication for Opioid Use Disorder,MISSION - Co-Occurring Mental Health & SUD Treatments (Study seeking participants),(774) 455-4357,"419 Belmont Street, Shaw Building, Worcester, MA, 01604",42.2746074,-71.7593433
Medication for Opioid Use Disorder,Bay State Community Services Impact Quincy - Prevention Programs,(617) 471-8400,"1120 HANCOCK STREET, QUINCY, MA, 02169",42.2544761,-71.0055279
Medication for Opioid Use Disorder,Health Care Resource Centers,(978) 535-9190,"172 NEWBURY STREET, PEABODY, MA, 01960",42.5411077,-70.9872343
Medication for Opioid Use Disorder,"New Horizons Medical, P.C",(617) 481-6949,"500 CONGRESS STREET  QUINCY, MA, 02169",42.2346612,-71.0162075
Medication for Opioid Use Disorder,VOA Behavioral Health Services,(617) 770-9690,"1419 HANCOCK STREET STE. 202, QUINCY, MA, 02169",42.2492523,-71.0027694
Medication for Opioid Use Disorder,Eliot Center at Lynn,(781) 581-4404,"95 Pleasant Street, Lynn, MA, 01901, Lynn, MA, 01901",42.4612499,-70.9513012
Medication for Opioid Use Disorder,"New Horizons Medical, P.C",(781) 584-4645,"222 BLOSSOM STREET, LYNN, MA, 01905",42.4566633,-70.9499822
Medication for Opioid Use Disorder,Spectrum Health Systems,(781) 233-1095,"184 BROADWAY ST, SAUGUS, MA, 01906",42.490016,-70.9583571
Medication for Opioid Use Disorder,Elm Tree Clinic - Quincy,(617) 308-3343,"21 School Street,, Quincy, MA, 02169",42.2440216,-71.0011973
Medication for Opioid Use Disorder,Buprenorphine / Suboxone / Office-based Addiction Treatment (OBAT),(978) 627-4182,"155 AIRPORT ROAD, FITCHBURG, MA, 01420",42.5647348,-71.7739384
Medication for Opioid Use Disorder,CleanSlate - Lynn OBOT,(781) 731-6804,"280 UNION STREET  LYNN, MA, 01901",42.4649639,-70.94325
Medication for Opioid Use Disorder,Lynn Community Health Center Bridge Clinic,(781) 581-3900,"269 Union Street, Lynn, MA, 01901",42.4650471,-70.9438909
Medication for Opioid Use Disorder,"SaVida Health, PC",(508) 890-0990,"121 LINCOLN STREET, WORCESTER, MA, 01605",42.2772069,-71.7946363
Medication for Opioid Use Disorder,Greater Lawrence Family Health Center Mobile Health Unit,(978) 686-0090,"100 Water Street, Lawrence, MA, 01841",42.7003379,-71.1698307
Medication for Opioid Use Disorder,"Rockland Recovery Treatment Centers, LLC",(855) 732-4842,"400A Franklin Street  Braintree, MA, 02184",42.2108919,-71.0191652
Medication for Opioid Use Disorder,Greater Lawrence Family Health Center Mobile Health Unit,(978) 686-0090,"85 Baystate Road, Lawrence, MA, 01841",42.7007251,-71.1689417
Medication for Opioid Use Disorder,Greater Lawrence Family Health Center - West,(978) 689-2400,"700 Essex Street, Lawrence, MA, 01841",42.7018808,-71.1720515
Medication for Opioid Use Disorder,Buprenorphine / Suboxone / Office-based Addiction Treatment (OBAT),(978) 297-6179,"10 EMBANKMENT STREET, LAWRENCE, MA, 01841",42.7027201,-71.1689256
Medication for Opioid Use Disorder,"Eleanor Health Professional MA, PLCC",(617) 785-5191,"108 GROVE ST  WORCESTER, MA, 01605",42.2765782,-71.8012966
Medication for Opioid Use Disorder,"Blue Hills Recovery, LLC.",(508) 403-7877,"474 Grove Street, Worcester, MA, 01605, Worcester, MA, 01605",42.289226,-71.8099507
Medication for Opioid Use Disorder,Spring Hill Recovery Center,(888) 343-0762,"604 Washington Street, Quincy, MA, 02169",42.2469411,-70.9764362
Medication for Opioid Use Disorder,Habit Opco - Brockton Mobile Unit,(339) 228-9167,"460 Quincy Ave. Trailer  Quincy, MA, 02169",42.2385863,-70.9800815
Medication for Opioid Use Disorder,Behavioral Health Network (BHN) Lawrence,(978) 795-0054,"290 Merrimack Street, Lawrence, MA, 01843",42.7035133,-71.1466944
Medication for Opioid Use Disorder,Renewal Integrative Psychotherapies LLC,(774) 530-6363,"90 Madison Street,  Worcester, MA, 01608, Worcester, MA, 01608",42.2555884,-71.8025529
Medication for Opioid Use Disorder,Manet Community Health Center- Snug Harbor,(617) 483-5799,"9 Bicknell Street, Quincy, MA, 02169",42.2522173,-70.9658639
Medication for Opioid Use Disorder,CleanSlate - Lawrence OBOT,(978) 802-7331,"360 MERRIMACK ST, LAWRENCE, MA, 01089",42.7045377,-71.1429949
Medication for Opioid Use Disorder,Manet Community Health Center- Quincy (Hough's Neck),(617) 471-8683,"1193 Sea Street, Quincy, MA, 02169",42.2688116,-70.9525902
Medication for Opioid Use Disorder,"Spectrum Health Systems, Inc",(508) 865-2085,"50 HOWE AVE, MILLBURY, MA, 01527",42.2000711,-71.7558651
Medication for Opioid Use Disorder,Greater Lawrence Family Health Center - North,(978) 685-1770,"150 Park Street, Lawrence, MA, 01841",42.715907,-71.1662496
Medication for Opioid Use Disorder,Lawrence Family Health Center Bridge Clinic,(978) 683-4000,"1 General Street, Lawrence, MA, 01841",42.7097587,-71.1507002
Medication for Opioid Use Disorder,Community Health Connections - Fitchburg,(978) 878-8100,"130 Water Street, Fitchburg, MA, 01420",42.580639,-71.7939413
Medication for Opioid Use Disorder,Spectrum Health Systems,(508) 755-4372,"105 MERRICK STREET, WORCESTER, MA, 01609",42.2665177,-71.8126262
Medication for Opioid Use Disorder,Spectrum Health Systems,(774) 314-4761,"105 MERRICK STREET, WORCESTER, MA, 01609",42.2665177,-71.8126262
Medication for Opioid Use Disorder,Greater Lawrence Family Health Center,(978) 686-0900,"34 Haverhill Street, Lawrence, MA, 01841",42.7118582,-71.1519933
Medication for Opioid Use Disorder,"Danvers Treatment Center, Opioid Treatment Program",(800) 323-2224,"111 MIDDLETON ROAD OTP, DANVERS, MA, 01923",42.5868892,-70.9766138
Medication for Opioid Use Disorder,Lahey Health Behavioral Services,(978) 304-8016,"111 Middleton Road, Danvers, MA, 01923",42.5868892,-70.9766138
Medication for Opioid Use Disorder,Community Healthlink - D.U.I. 1st Offender,(508) 860-1200,"1st Offender
      12 Queen Street, Worcester, MA, 01610",42.2597825,-71.8138
Medication for Opioid Use Disorder,"New Horizons Medical, P.C",(978) 488-0889,"285 Main Street, Fitchburg, MA, 01420",42.5821628,-71.796097
Medication for Opioid Use Disorder,Community Healthlink - Worcester,(800) 977-5555,"72 Jacques Avenue, Worcester, MA, 01610",42.2598298,-71.8145075
Medication for Opioid Use Disorder,"Topsail Addiction Treatment, Inc.",(978) 475-0002,"231 Sutton St., Andover, MA, 01845",42.7066318,-71.1297095
Medication for Opioid Use Disorder,Family Health Center of Worcester,(508) 860-7700,"26 Queen Street, Worcester, MA, 01609",42.2591769,-71.8146751
Medication for Opioid Use Disorder,Family Health Center of Worcester - OBAT,(508) 860-7823,"26 Queen Street, Worcester, MA, 01610",42.2591769,-71.8146751
Medication for Opioid Use Disorder,"The Counseling Center at Millbury, LLC",(774) 708-9313,"29 North Main Street, Millbury, MA, 01527",42.1931571,-71.7616361
Medication for Opioid Use Disorder,Spectrum Health Systems,(774) 314-4761,"475 Pleasant Street, Worcester, MA, 01609",42.2636484,-71.8181134
Medication for Opioid Use Disorder,Peabody Family Health Center,(978) 532-4903,"89 Foster Street, Peabody, MA, 01960",42.5229307,-70.9304605
Medication for Opioid Use Disorder,"Chapters Recovery Center, Inc.",(855) 626-0800,"85 Constitution Lane 200A, Danvers, MA, 01923, Danvers, MA, 01923",42.5553474,-70.9375381
Medication for Opioid Use Disorder,CleanSlate - Worcester OBOT,(413) 341-1787,"411 CHANDLER ST., WORCESTER, MA, 01602",42.2639437,-71.8327659
Medication for Opioid Use Disorder,CleanSlate - Fitchburg OBOT,(413) 584-2173,"275 Nichols Road, Simmons Wing, Fitchburg, MA, 01420",42.5977564,-71.8048989
Medication for Opioid Use Disorder,Salem Hospital Bridge Clinic,(978) 354-2050,"55 Highland Ave, Salem, MA, 01970",42.5127306,-70.9056706
Medication for Opioid Use Disorder,"Community Health Connections, Inc.",(978) 878-8100,"326 Nichols Road, Fitchburg, MA, 01420",42.5973602,-71.8076959
Medication for Opioid Use Disorder,"Middlesex Recovery, PC",(781) 303-9936,"966 Park Street  Stoughton, MA, 02072",42.1116024,-71.0723869
Medication for Opioid Use Disorder,"Gosnold Counseling Center - Outpatient Counseling (Individual, Group, Family)",(508) 584-5190,"909 Sumner Street, Stoughton, MA, 02072",42.0998396,-71.0819644
Medication for Opioid Use Disorder,Salem Family Health Center,(978) 744-8388,"47 Congress St, Salem, MA, 01970",42.5176762,-70.8890749
Medication for Opioid Use Disorder,Spectrum Health Systems Weymouth OTP,(877) 697-3422,"178 Winter Street, Weymouth, MA, 02188",42.2009394,-70.9488009
Medication for Opioid Use Disorder,Spectrum Outpatient Weymouth,(781) 331-0690,"178 Winter St, Weymouth, MA, 02188",42.2009394,-70.9488009
Medication for Opioid Use Disorder,Washburn House - Outpatient Services,(508) 834-8599,"1329 Main Street, Worcester, MA, 01603",42.2415683,-71.8482081
Medication for Opioid Use Disorder,Square Medical Group,(617) 916-5069,"884 Washington Street  Weymouth, MA, 02189, Weymouth, MA, 02189",42.2005628,-70.9409816
Medication for Opioid Use Disorder,Perinatal Behavioral Health Program,(781) 624-5065,"797 Main Street, Weymouth, MA, 02190, Weymouth, MA, 02190",42.1781283,-70.9559682
Medication for Opioid Use Disorder,South Shore Hospital Bridge Clinic,(781) 624-5065,"797 Main Street,  Weymouth, MA, 02190",42.1781283,-70.9559682
Medication for Opioid Use Disorder,Recovery Centers of America at Westminster,(888) 652-1819,"9 Village Inn Road, Westminster, MA, 01473, Westminster, MA, 01473",42.5430172,-71.8783136
Medication for Opioid Use Disorder,East Point Recovery Centers,(855) 887-6237,"950 Cummings Center  Beverly, MA, 01915",42.557701,-70.8880462
Medication for Opioid Use Disorder,Manet Community Health Center- Hull,(781) 925-4550,"180 George Washington Boulevard, Hull, MA, 02045",42.2630668,-70.8605871
Medication for Opioid Use Disorder,Brockton Neighborhood Health Center,(508) 559-6699,"63 Main Street, Brockton, MA, 02130",42.0845166,-71.0201542
Medication for Opioid Use Disorder,Community Care In-Reach,(508) 233-0573,"63 Main Street, Brockton, MA, 02301",42.0845166,-71.0201542
Medication for Opioid Use Disorder,"New England Medical Group, LLC",(833) 311-0407,"210 Whiting Street,  Hingham, MA, 02043",42.1811614,-70.902187
Medication for Opioid Use Disorder,Luminosity Behavioral Health Services,(781) 344-0102,"157 Main Street, Brockton, MA, 02301, Brockton, MA, 02301",42.0824064,-71.020356
Medication for Opioid Use Disorder,Buprenorphine / Suboxone / Office-based Addiction Treatment (OBAT),(508) 502-7584,"180 CENTRE STREET, BROCKTON, MA, 02302",42.0843627,-71.013847
Medication for Opioid Use Disorder,Serenity At Summit New England,(508) 882-2734,"61 Brown St , Haverhill, MA, 01830",42.7641862,-71.0463414
Medication for Opioid Use Disorder,"New Horizons Medical, P.C",(978) 361-9993,"62 BROWN ST.,  HAVERHILL, MA, 01830",42.7650514,-71.0449482
Medication for Opioid Use Disorder,Signature Healthcare - OBAT,(508) 894-0575,"360 Brockton Avenue, Abington, MA, 02351",42.1015144,-70.9572334
Medication for Opioid Use Disorder,East Coast Recovery,(781) 400-8018,"215 CHIEF JUSTICE CUSHING HWY, COHASSET, MA, 02025",42.2407882,-70.8304826
Medication for Opioid Use Disorder,New England Behavioral Health Services Inc,(508) 857-0239,"1351 Main St, Brockton, MA, 02301, Brockton, MA, 02301",42.0586749,-71.0142866
Medication for Opioid Use Disorder,High Point Opioid Treatment Program,(508) 638-6022,"30 MEADOWBROOK ROAD, BROCKTON, MA, 02301",42.0571907,-71.0086213
Medication for Opioid Use Disorder,Haverhill Family Health Center,(978) 686-0090,"755 Main Street, Haverhill, MA, 01830",42.7976296,-71.0876359
Medication for Opioid Use Disorder,Spectrum Health Systems,(978) 373-4985,"100 PLAISTOW RD  HAVERHILL, MA, 01830",42.8146654,-71.1044169
Medication for Opioid Use Disorder,Arbour Elder Services,(781) 871-6550,"384 Washington Street, Norwell, MA, 02061",42.158636,-70.8602239
Medication for Opioid Use Disorder,"Middlesex Recovery, PC",(781) 303-9936,"85 East Main Street  Norton, MA, 02766",41.971692,-71.1768842
Medication for Opioid Use Disorder,Health Care Resource Centers,(508) 342-8041,"23 NORTH MAIN STREET, ATTLEBORO, MA, 02703",41.9451772,-71.2847761
Medication for Opioid Use Disorder,Behavioral Health Network (BHN) Attleboro,(978) 435-2234,"7 RAILROAD AVENUE, ATTLEBORO, MA, 02703",41.944368,-71.2833122
Medication for Opioid Use Disorder,Sturdy Memorial/Brightview,(844) 265-8661,"7B Railroad Ave, Attleboro, MA, 02703",41.9441849,-71.2833082
Medication for Opioid Use Disorder,Community Health Connections - Gardner,(978) 878-8100,"175 Connors Street, Gardner, MA, 01440",42.5730699,-71.9970809
Medication for Opioid Use Disorder,Harrington Memorial Hospital Addiction Immediate Care Clinic,(508) 949-8981,"340 THOMPSON RD, WEBSTER, MA, 01570",42.0274605,-71.8512291
Medication for Opioid Use Disorder,Barre Family Health Center,(978) 355-9313,"151 Worcester Road, Barre, MA, 01005",42.4078959,-72.0910249
Medication for Opioid Use Disorder,UMass Memorial Medical Center,(855) 862-7763,"151 Worcester Road, Barre, MA, 01005",42.4078959,-72.0910249
Medication for Opioid Use Disorder,Center for Behavioral Health and Addiction Treatment Services,(978) 834-6583,"110 Haverhill Road, Amesbury, MA, 01913",42.8423465,-70.9616456
Medication for Opioid Use Disorder,Clearbrook Treatment Center Massachusetts LLC,(570) 405-9934,"83 Hospital Road, Baldwinville, MA 01436, Templeton, MA, 01436",42.6138034,-72.0610501
Medication for Opioid Use Disorder,"Steward Morton Hospital, dba MorCAP",(508) 828-7000,"88 Washington Street, Taunton, MA, 02780, Taunton, MA, 02780",41.9051446,-71.0952279
Medication for Opioid Use Disorder,"The Woman At The Well, Inc.",(423) 745-0010,"19 Court Street, Taunton, MA, 02780",41.9027955,-71.0951955
Medication for Opioid Use Disorder,Manet Community Health Center- Taunton,(508) 822-5500,"1 Washington Street, Taunton, MA, 02780",41.9006623,-71.098632
Medication for Opioid Use Disorder,Habit Opco - Taunton,(508) 880-1598,"66 MAIN STREET, TAUNTON, MA, 02780",41.9019234,-71.0899645
Medication for Opioid Use Disorder,Gloucester Opioid Treatment Program,(978) 283-0296,"298 WASHINGTON STREET, GLOUCESTER, MA, 01930",42.6252065,-70.6806143
Medication for Opioid Use Disorder,Lahey Health Behavioral Services,(978) 283-0296,"298 Washington Street, Gloucester, MA, 01930",42.6252065,-70.6806143
Medication for Opioid Use Disorder,"Middlesex Recovery, PC",(781) 303-9936,"61 Prospect Street, Gloucester, MA, 01930",42.6152413,-70.6636777
Medication for Opioid Use Disorder,Harrington Recovery Services - Southbridge,(508) 765-2207,"176 MAIN STREET, SOUTHBRIDGE, MA, 01550",42.0742991,-72.0310828
Medication for Opioid Use Disorder,Spectrum Health Systems,(508) 765-5940,"176 MAIN STREET, SOUTHBRIDGE, MA, 01550",42.0742991,-72.0310828
Medication for Opioid Use Disorder,McLean at Naukeag - Outpatient,(978) 541-6913,"211 North Main Street, Petersham, MA, 01430",42.5165866,-72.1835029
Medication for Opioid Use Disorder,Behavioral Health Network Mobile Methadone Program,(413) 272-1333,"75 Main Street, Ware, MA, 01082",42.2605813,-72.2411169
Medication for Opioid Use Disorder,CleanSlate - Ware OBOT,(413) 341-1787,"83 SOUTH STREET,  WARE, MA, 01082",42.2536024,-72.2412261
Medication for Opioid Use Disorder,CleanSlate - Athol OBOT,(978) 248-0442,"201 SOUTH MAIN STREET  ATHOL, MA, 01331",42.5913444,-72.2424619
Medication for Opioid Use Disorder,Harbor Community Health Center- Plymouth,(508) 778-5470,"10 Cordage Park Circle,  Plymouth, MA, 02360",41.9788845,-70.6880541
Medication for Opioid Use Disorder,Behavioral Health Network - Orange OTP,(978) 674-7240,"119 New Athol Road, Orange, MA, 01364",42.5846563,-72.2637326
Medication for Opioid Use Disorder,High Point Plymouth OTP,(800) 233-4478,"61 INDUSTRIAL PARK ROAD, PLYMOUTH, MA, 02360",41.9577468,-70.704463
Medication for Opioid Use Disorder,CleanSlate - Plymouth OBOT,(508) 503-5020,"61 INDUSTRIAL PARK DRIVE FIRST  PLYMOUTH, MA, 02360",41.9577468,-70.704463
Medication for Opioid Use Disorder,Family Health Care Center at SSTAR,(508) 679-5222,"400 Stanley Street, Fall River, MA, 02720",41.714192,-71.134829
Medication for Opioid Use Disorder,SSTAR -  Buprenorphine / Suboxone / Office Based Treatment,(508) 679-5222,"400 Stanley Street, Fall River, MA, 02720",41.714192,-71.134829
Medication for Opioid Use Disorder,Buprenorphine / Suboxone / Office-based Addiction Treatment (OBAT),(508) 593-9435,"22 FRONT STREET, FALL RIVER, MA, 02721",41.6971527,-71.1468375
Medication for Opioid Use Disorder,SSTAR,(508) 679-3296,"1010 South Main Street, Fall River, MA, 02724",41.6907377,-71.1651585
Medication for Opioid Use Disorder,Sstar/Lifeline,(774) 627-2229,"1010 SOUTH MAIN STREET, FALL RIVER, MA, 02724",41.6907377,-71.1651585
Medication for Opioid Use Disorder,Griswold Center - Baystate Wing Hospital,(413) 370-8517,"40 Wright Street, Palmer, MA, 01069",42.1690378,-72.3414459
Medication for Opioid Use Disorder,CleanSlate- Belchertown OBOT,(413) 725-4214,"211 State Street , Belchertown , MA, 01007",42.2671544,-72.4218711
Medication for Opioid Use Disorder,CleanSlate - Wareham OBOT,(413) 584-2173,"40 CHURCH AVENUE  WAREHAM, MA, 02571",41.7544108,-70.7156336
Medication for Opioid Use Disorder,Health Care Resource Centers,(508) 979-1122,"8 KILBURN STREET, NEW BEDFORD, MA, 02740",41.6528137,-70.9213823
Medication for Opioid Use Disorder,High Point OTP - New Bedford,(508) 992-1500,"68 NORTH FRONT STREET, NEW BEDFORD, MA, 02740",41.6509145,-70.9239506
Medication for Opioid Use Disorder,High Point Treatment START,(508) 717-0550,"68 North Front Street, New Bedford, MA, 02740",41.6509145,-70.9239506
Medication for Opioid Use Disorder,Greater New Bedford Community Health Center,(508) 992-6553,"874 Purchase Street, New Bedford, MA, 02740",41.6362235,-70.9257469
Medication for Opioid Use Disorder,SOAR,(508) 984-4155,"5 Dover Street, New Bedford, MA, 02740",41.6360063,-70.9248707
Medication for Opioid Use Disorder,CleanSlate - New Bedford OBOT,(774) 202-2264,"92 GRAPE STREET, NEW BEDFORD, MA, 02740",41.6240604,-70.9385238
Medication for Opioid Use Disorder,Buprenorphine / Suboxone / Office-based Addiction Treatment (OBAT),(508) 342-5973,"3088-A Cranberry Highway, Wareham, MA, 02538",41.7563379,-70.6460708
Medication for Opioid Use Disorder,Everest Recovery Center,(413) 268-6522,"14 Chestnut Place,  Ludlow, MA, 01056",42.1575964,-72.4811254
Medication for Opioid Use Disorder,Gifford Street Comprehensive Treatment Center,(508) 318-4434,"34 Gifford Street, New Bedford, MA, 02744",41.6178378,-70.9189667
Medication for Opioid Use Disorder,"SaVida Health, PC",(413) 259-8175,"489 Bernardston Road, Greenfield, MA, 01301",42.608746,-72.5856398
Medication for Opioid Use Disorder,ServiceNet Outpatient Programs,(413) 584-6855,"55 FEDERAL STREET  GREENFIELD, MA, 01301",42.5890348,-72.5981706
Medication for Opioid Use Disorder,Behavioral Health Network -  Greenfield OTP,(413) 223-5072,"21 KENWOOD ST, GREENFIELD, MA, 01031",42.6010637,-72.5954351
Medication for Opioid Use Disorder,Community Health Center of Cape Cod,(508) 477-7090,"90 Route 6A  Sandwich, MA, 02563",41.7645828,-70.5017571
Medication for Opioid Use Disorder,Health Care Resource Centers,(413) 774-3321,"50 MILES STREET, GREENFIELD, MA, 01301",42.5864928,-72.6026071
Medication for Opioid Use Disorder,CleanSlate - Greenfield OBOT,(413) 774-4313,"1 ARCH PLACE THIRD  GREENFIELD, MA, 01301",42.5913359,-72.6041381
Medication for Opioid Use Disorder,CHD Outpatient Behavioral Health Services,(413) 774-6252,"102 Main Street, Greenfield, MA, 01310, Greenfield, MA, 01310",42.5878394,-72.6054085
Medication for Opioid Use Disorder,Community Health Center of Franklin County,(413) 325-8500,"102 Main Street, Greenfield, MA, 01301",42.5878394,-72.6054085
Medication for Opioid Use Disorder,Health Care Resource Centers,(413) 584-2404,"441 PLEASANT STREET, NORTHAMPTON, MA, 01060",42.3128064,-72.6250236
Medication for Opioid Use Disorder,Holyoke Health Center,(413) 420-2200,"230 Maple Street, Holyoke, MA, 01040",42.2071888,-72.6083931
Medication for Opioid Use Disorder,Holyoke Medical Center,(413) 420-1730,"230 Maple Street, Holyoke, MA, 01040",42.2071888,-72.6083931
Medication for Opioid Use Disorder,Behavioral Health Network - Holyoke OTP,(413) 532-0389,"235 MAPLE STREET, HOLYOKE, MA, 01040",42.2072615,-72.6089582
Medication for Opioid Use Disorder,CleanSlate- Holyoke OBOT,(413) 650-0590,"306 RACE STREET  HOLYOKE, MA, 01040",42.2004425,-72.6074938
Medication for Opioid Use Disorder,Best Life Outpatient - Mental Health Association,(814) 642-9355,"153 Magazine Street, Springfield, MA, 01109",42.1128553,-72.5776383
Medication for Opioid Use Disorder,BHN Springfield Center,(413) 301-9355,"5 Madison Ave, Springfield, MA, 01105",42.0999156,-72.5748025
Medication for Opioid Use Disorder,Chicopee Health Center - Center for Recovery and Support,(413) 420-1730,"505 Front Street, Chicopee, MA, 01020",42.1487126,-72.5975781
Medication for Opioid Use Disorder,Center for Human Development - Springfield START,(413) 276-5335,"367 Pine Street, Springfield, MA, 01105",42.0940448,-72.5742185
Medication for Opioid Use Disorder,CHD Outpatient Behavioral Health Services,(413) 737-1426,"367 Pine Street, Springfield, Springfield, MA, 01105",42.0940448,-72.5742185
Medication for Opioid Use Disorder,Behavioral Health Network - Springfield OTP,(413) 272-1333,"395 LIBERTY ST, SPRINGFIELD, MA, 01104",42.1134475,-72.5860148
Medication for Opioid Use Disorder,OnCallHealthy Living Program - OBOT,(413) 301-7759,"568 MAIN ST, SPRINGFIELD, MA, 01151",42.1558166,-72.4848298
Medication for Opioid Use Disorder,Caring Health Center (OBAT),(413) 739-1100,"1049 Main Street, Springfield, MA, 01103",42.0998082,-72.5848564
Medication for Opioid Use Disorder,Springfield Comprehensive Treatment Center,(413) 650-1311,"511 EAST COLUMBUS AVE., SPRINGFIELD, MA, 01105",42.0887191,-72.5800861
Medication for Opioid Use Disorder,OnCallHealthy Living Program - OBOT,(413) 584-7425,"51 LOCUST STREET, NORTHAMPTON, MA, 01060",42.3320418,-72.6539678
Medication for Opioid Use Disorder,CleanSlate - Springfield OBOT,(413) 341-1887,"1985 MAIN ST, SPRINGFIELD, MA, 01103",42.1072373,-72.5973525
Medication for Opioid Use Disorder,Health Care Resource Centers,(413) 746-0051,"628 CENTER STREET, CHICOPEE, MA, 01013",42.1327497,-72.6132976
Medication for Opioid Use Disorder,Provincetown Community Health Center,(508) 487-9395,"49 Harry Kemp Way, Provincetown, MA, 02657",42.0580976,-70.1836273
Medication for Opioid Use Disorder,Baystate Medical Center,(413) 794-0000,"380 Plainfield Street, Springfield, MA, 01107",42.1172344,-72.6144242
Medication for Opioid Use Disorder,Brightwood Health Center/ Centro de Salud,(413) 794-4458,"380 Plainfield Street, Springfield, MA, 01107",42.1172344,-72.6144242
Medication for Opioid Use Disorder,"MiraVista - Outpatient Counseling (Individual, Group, Family)",(413) 264-3042,"1233 Main Street, Holyoke, MA, 01040",42.1659064,-72.633996
Medication for Opioid Use Disorder,CleanSlate - West Springfield OBOT,(413) 788-0100,"900 MEMORIAL AVE, WEST SPRINGFIELD, MA, 01089",42.095435,-72.6127538
Medication for Opioid Use Disorder,"SaVida Health, PC",(413) 732-0040,"50 UNION ST., WEST SPRINGFIELD, MA, 01089",42.1042316,-72.6197523
Medication for Opioid Use Disorder,Center for Human Development - West Springfield,(844) 243-4357,"246 Park St., West Springfield, MA, 01089",42.1041511,-72.623387
Medication for Opioid Use Disorder,Compass Recovery,(413) 861-0680,"975A SPRINGFIELD STREET, AGAWAM, MA, 01030",42.0702953,-72.6621591
Medication for Opioid Use Disorder,"Recovering Champions, Inc.",(844) 888-5391,"279 Brick Kiln Road, Falmouth, MA, 02536",41.5829475,-70.5967432
Medication for Opioid Use Disorder,CleanSlate - Falmouth OBOT,(413) 584-2173,"15 CARLSON LANE  FALMOUTH, MA, 02540",41.5702335,-70.6202105
Medication for Opioid Use Disorder,Health Care Resource Centers,(413) 568-6600,"130 SOUTHAMPTON RD, WESTFIELD, MA, 01085",42.1454853,-72.7320364
Medication for Opioid Use Disorder,"Foundations, LLC",(508) 326-6006,"800 Falmouth Road  Mashpee, MA, 02649",41.604241,-70.4949788
Medication for Opioid Use Disorder,"Gosnold Counseling Center - Outpatient Counseling (Individual, Group, Family)",(800) 444-1554,"1185 Falmouth Road, Barnstable, MA, 02601",41.6578546,-70.3301638
Medication for Opioid Use Disorder,Harbor Community Health Center- Hyannis,(508) 778-5420,"735 Attucks Lane, Hyannis, MA, 02601",41.6747364,-70.2977029
Medication for Opioid Use Disorder,Wellfleet Community Health Center,(508) 349-3131,"3130 Route 6, Wellfleet, MA, 02667",41.946086,-70.030233
Medication for Opioid Use Disorder,CleanSlate - Barnstable OBOT,(774) 470-1370,"68 CAMP STREET  BARNSTABLE, MA, 02601",41.6575743,-70.2753485
Medication for Opioid Use Disorder,CleanSlate - Hyannis OBOT,(413) 584-2173,"68 Camp Street,  Hyannis, MA, 02601",41.6575743,-70.2753485
Medication for Opioid Use Disorder,Wellfleet Mobile Unit - Habit Opoc - Yarmouth,(844) 943-4429,"2700 Route 6, Wellfleet, MA, 02667",41.9373341,-70.0208661
Medication for Opioid Use Disorder,Duffy Health Center,(508) 771-9599,"94 Main Street, Hyannis, MA, 02601",41.6562982,-70.2744449
Medication for Opioid Use Disorder,Buprenorphine / Suboxone / Office-based Addiction Treatment (OBAT),(508) 502-7589,"31A WORKSHOP ROAD, YARMOUTH, MA, 02664",41.6865669,-70.2119738
Medication for Opioid Use Disorder,Harwich Community Health Center,(508) 432-1400,"269 Chatham Road, Harwich, MA, 02645",41.6770735,-70.0461051
Medication for Opioid Use Disorder,"Spectrum Health Systems, Inc",(413) 664-9024,"1274 CURRAN HWY, NORTH ADAMS, MA, 01247",42.6672392,-73.1071373
Medication for Opioid Use Disorder,The Brien Center - OBOT,(413) 629-1137,"124 American Legion Drive, North Adams, MA, 01247",42.6958146,-73.111765
Medication for Opioid Use Disorder,The Brien Center for Mental Health & Substance Abuse,(413) 664-4541,"124 AMERICAN LEGION DR., NORTH ADAMS, MA, 01247",42.6958146,-73.111765
Medication for Opioid Use Disorder,"SaVida Health, PC",(413) 398-5180,"77 HOSPITAL AVE  NORTH ADAMS, MA, 01247",42.7069349,-73.1093026
Medication for Opioid Use Disorder,CleanSlate - North Adams OBOT,(413) 346-2544,"77 HOSPITAL AVENUE  NORTH ADAMS, MA, 01247",42.7069349,-73.1093026
Medication for Opioid Use Disorder,Spectrum Outpatient Services,(413) 442-0402,"390 MERRILL RD, PITTSFIELD, MA, 01201",42.4580453,-73.2108759
Medication for Opioid Use Disorder,The Brien Center for Mental Health - Outpatient,(413) 499-0412,"333 East Street, Pittsfield, MA, 01201",42.4480832,-73.2470947
